Competition,Country,Code,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Source
Ligue 1,France,F1,24/08/2025,16:15,Le Havre,Lens,1,2,A,football-data
Ligue 1,France,F1,24/08/2025,16:15,Strasbourg,Nantes,1,0,H,football-data
Ligue 1,France,F1,24/08/2025,16:15,Toulouse,Brest,2,0,H,football-data
Bundesliga,Germany,D1,24/08/2025,16:30,M'gladbach,Hamburg,0,0,D,football-data
Premier League,England,E0,24/08/2025,16:30,Fulham,Man United,1,1,D,football-data
Primeira Liga,Portugal,P1,24/08/2025,17:00,FC Porto,Casa Pia AC,4,0,H,fixturedownload
Turkish Super Lig,Turkey,T1,24/08/2025,17:00,Trabzonspor,Antalyaspor,1,0,H,football-data
Belgian Pro League,Belgium,B1,24/08/2025,17:30,RAAL La Louviere,St. Gilloise,0,0,D,football-data
La Liga,Spain,SP1,24/08/2025,17:30,Real Sociedad,RCD Espanyol de Barcelona,2,2,D,fixturedownload
La Liga,Spain,SP1,24/08/2025,17:30,Villarreal CF,Girona FC,5,0,H,fixturedownload
Serie A,Italy,I1,24/08/2025,17:30,Cagliari,Fiorentina,1,1,D,football-data
Serie A,Italy,I1,24/08/2025,17:30,Como,Lazio,2,0,H,football-data
Primeira Liga,Portugal,P1,24/08/2025,18:00,Porto,Casa Pia,4,0,H,football-data
Belgian Pro League,Belgium,B1,24/08/2025,18:15,Dender,Oud-Heverlee Leuven,0,1,A,football-data
La Liga,Spain,SP1,24/08/2025,18:30,Sociedad,Espanol,2,2,D,football-data
La Liga,Spain,SP1,24/08/2025,18:30,Villarreal,Girona,5,0,H,football-data
Ligue 1,France,F1,24/08/2025,18:45,LOSC Lille,AS Monaco,1,0,H,fixturedownload
La Liga,Spain,SP1,24/08/2025,19:30,Real Oviedo,Real Madrid,0,3,A,fixturedownload
Primeira Liga,Portugal,P1,24/08/2025,19:30,SC Braga,AFS,2,2,D,fixturedownload
Turkish Super Lig,Turkey,T1,24/08/2025,19:30,Kayserispor,Galatasaray,0,4,A,football-data
Ligue 1,France,F1,24/08/2025,19:45,Lille,Monaco,1,0,H,football-data
Serie A,Italy,I1,24/08/2025,19:45,Atalanta,Pisa,1,1,D,football-data
Serie A,Italy,I1,24/08/2025,19:45,Juventus,Parma,2,0,H,football-data
La Liga,Spain,SP1,24/08/2025,20:30,Oviedo,Real Madrid,0,3,A,football-data
Primeira Liga,Portugal,P1,24/08/2025,20:30,Sp Braga,AVS,2,2,D,football-data
Turkish Super Lig,Turkey,T1,25/08/2025,16:00,Eyüpspor,Alanyaspor,2,1,H,fixturedownload
Serie A,Italy,I1,25/08/2025,16:30,Udinese,Hellas Verona,1,1,D,fixturedownload
Turkish Super Lig,Turkey,T1,25/08/2025,17:00,Eyupspor,Alanyaspor,2,1,H,football-data
La Liga,Spain,SP1,25/08/2025,17:30,Athletic Club,Rayo Vallecano,1,0,H,fixturedownload
Serie A,Italy,I1,25/08/2025,17:30,Udinese,Verona,1,1,D,football-data
La Liga,Spain,SP1,25/08/2025,18:30,Ath Bilbao,Vallecano,1,0,H,football-data
Primeira Liga,Portugal,P1,25/08/2025,19:15,Estrela Amadora,FC Alverca,2,2,D,fixturedownload
La Liga,Spain,SP1,25/08/2025,19:30,Sevilla FC,Getafe CF,1,2,A,fixturedownload
Serie A,Italy,I1,25/08/2025,19:45,Inter,Torino,5,0,H,football-data
Premier League,England,E0,25/08/2025,20:00,Newcastle,Liverpool,2,3,A,football-data
Primeira Liga,Portugal,P1,25/08/2025,20:15,Estrela,Alverca,2,2,D,football-data
La Liga,Spain,SP1,25/08/2025,20:30,Sevilla,Getafe,1,2,A,football-data
La Liga,Spain,SP1,27/08/2025,19:00,Celta,Real Betis,1,1,D,fixturedownload
La Liga,Spain,SP1,27/08/2025,20:00,Celta,Betis,1,1,D,football-data
La Liga,Spain,SP1,29/08/2025,17:30,Elche CF,Levante UD,2,0,H,fixturedownload
Serie A,Italy,I1,29/08/2025,17:30,Cremonese,Sassuolo,3,2,H,football-data
Eredivisie,Netherlands,N1,29/08/2025,18:00,FC Groningen,Heracles Almelo,4,0,H,fixturedownload
Bundesliga,Germany,D1,29/08/2025,18:30,Hamburger SV,FC St. Pauli,0,2,A,fixturedownload
La Liga,Spain,SP1,29/08/2025,18:30,Elche,Levante,2,0,H,football-data
Turkish Super Lig,Turkey,T1,29/08/2025,18:30,Göztepe,Konyaspor,1,1,D,fixturedownload
Ligue 1,France,F1,29/08/2025,18:45,RC Lens,Stade Brestois 29,3,1,H,fixturedownload
Eredivisie,Netherlands,N1,29/08/2025,19:00,Groningen,Heracles,4,0,H,football-data
Primeira Liga,Portugal,P1,29/08/2025,19:15,Gil Vicente FC,Moreirense FC,2,0,H,fixturedownload
Bundesliga,Germany,D1,29/08/2025,19:30,Hamburg,St Pauli,0,2,A,football-data
La Liga,Spain,SP1,29/08/2025,19:30,Valencia CF,Getafe CF,3,0,H,fixturedownload
Turkish Super Lig,Turkey,T1,29/08/2025,19:30,Goztep,Konyaspor,1,1,D,football-data
Belgian Pro League,Belgium,B1,29/08/2025,19:45,Cercle Brugge,St Truiden,1,1,D,football-data
Ligue 1,France,F1,29/08/2025,19:45,Lens,Brest,3,1,H,football-data
Serie A,Italy,I1,29/08/2025,19:45,Lecce,Milan,0,2,A,football-data
Primeira Liga,Portugal,P1,29/08/2025,20:15,Gil Vicente,Moreirense,2,0,H,football-data
La Liga,Spain,SP1,29/08/2025,20:30,Valencia,Getafe,3,0,H,football-data
Premier League,England,E0,30/08/2025,12:30,Chelsea,Fulham,2,0,H,football-data
Bundesliga,Germany,D1,30/08/2025,13:30,RB Leipzig,1. FC Heidenheim 1846,2,0,H,fixturedownload
Bundesliga,Germany,D1,30/08/2025,13:30,SV Werder Bremen,Bayer 04 Leverkusen,3,3,D,fixturedownload
Bundesliga,Germany,D1,30/08/2025,13:30,TSG Hoffenheim,Eintracht Frankfurt,1,3,A,fixturedownload
Bundesliga,Germany,D1,30/08/2025,13:30,VfB Stuttgart,Borussia Mönchengladbach,1,0,H,fixturedownload
Bundesliga,Germany,D1,30/08/2025,14:30,Hoffenheim,Ein Frankfurt,1,3,A,football-data
Bundesliga,Germany,D1,30/08/2025,14:30,RB Leipzig,Heidenheim,2,0,H,football-data
Bundesliga,Germany,D1,30/08/2025,14:30,Stuttgart,M'gladbach,1,0,H,football-data
Bundesliga,Germany,D1,30/08/2025,14:30,Werder Bremen,Leverkusen,3,3,D,football-data
Eredivisie,Netherlands,N1,30/08/2025,14:30,FC Volendam,Ajax,1,1,D,fixturedownload
Primeira Liga,Portugal,P1,30/08/2025,14:30,Casa Pia AC,CD Nacional,0,2,A,fixturedownload
Belgian Pro League,Belgium,B1,30/08/2025,15:00,Mechelen,RAAL La Louviere,3,2,H,football-data
La Liga,Spain,SP1,30/08/2025,15:00,Deportivo Alavés,Atlético de Madrid,1,1,D,fixturedownload
Ligue 1,France,F1,30/08/2025,15:00,FC Lorient,LOSC Lille,1,7,A,fixturedownload
Premier League,England,E0,30/08/2025,15:00,Man United,Burnley,3,2,H,football-data
Premier League,England,E0,30/08/2025,15:00,Sunderland,Brentford,2,1,H,football-data
Premier League,England,E0,30/08/2025,15:00,Tottenham,Bournemouth,0,1,A,football-data
Premier League,England,E0,30/08/2025,15:00,Wolves,Everton,2,3,A,football-data
Scottish Premiership,Scotland,SC0,30/08/2025,15:00,Livingston,Hearts,1,2,A,football-data
Scottish Premiership,Scotland,SC0,30/08/2025,15:00,Motherwell,Kilmarnock,2,2,D,football-data
Eredivisie,Netherlands,N1,30/08/2025,15:30,Volendam,Ajax,1,1,D,football-data
Primeira Liga,Portugal,P1,30/08/2025,15:30,Casa Pia,Nacional,0,2,A,football-data
La Liga,Spain,SP1,30/08/2025,16:00,Alaves,Ath Madrid,1,1,D,football-data
Ligue 1,France,F1,30/08/2025,16:00,Lorient,Lille,1,7,A,football-data
Bundesliga,Germany,D1,30/08/2025,16:30,FC Augsburg,FC Bayern München,2,3,A,fixturedownload
Eredivisie,Netherlands,N1,30/08/2025,16:45,sc Heerenveen,Go Ahead Eagles,2,2,D,fixturedownload
La Liga,Spain,SP1,30/08/2025,17:00,Real Oviedo,Real Sociedad,1,0,H,fixturedownload
Ligue 1,France,F1,30/08/2025,17:00,FC Nantes,AJ Auxerre,1,0,H,fixturedownload
Primeira Liga,Portugal,P1,30/08/2025,17:00,AFS,FC Famalicão,0,1,A,fixturedownload
Primeira Liga,Portugal,P1,30/08/2025,17:00,Vitória SC,FC Arouca,1,1,D,fixturedownload
Turkish Super Lig,Turkey,T1,30/08/2025,17:00,Kasimpasa,Gaziantep,2,3,A,football-data
Turkish Super Lig,Turkey,T1,30/08/2025,17:00,Kocaelispor,Kayserispor,1,1,D,football-data
Belgian Pro League,Belgium,B1,30/08/2025,17:15,Westerlo,Antwerp,2,0,H,football-data
Bundesliga,Germany,D1,30/08/2025,17:30,Augsburg,Bayern Munich,2,3,A,football-data
La Liga,Spain,SP1,30/08/2025,17:30,Girona FC,Sevilla FC,0,2,A,fixturedownload
Premier League,England,E0,30/08/2025,17:30,Leeds,Newcastle,0,0,D,football-data
Serie A,Italy,I1,30/08/2025,17:30,Bologna,Como,1,0,H,football-data
Serie A,Italy,I1,30/08/2025,17:30,Parma,Atalanta,1,1,D,football-data
Eredivisie,Netherlands,N1,30/08/2025,17:45,Heerenveen,Go Ahead Eagles,2,2,D,football-data
Eredivisie,Netherlands,N1,30/08/2025,18:00,PSV,Telstar,0,2,A,fixturedownload
La Liga,Spain,SP1,30/08/2025,18:00,Oviedo,Sociedad,1,0,H,football-data
Ligue 1,France,F1,30/08/2025,18:00,Nantes,Auxerre,1,0,H,football-data
Primeira Liga,Portugal,P1,30/08/2025,18:00,AVS,Famalicao,0,1,A,football-data
Primeira Liga,Portugal,P1,30/08/2025,18:00,Guimaraes,Arouca,1,1,D,football-data
La Liga,Spain,SP1,30/08/2025,18:30,Girona,Sevilla,0,2,A,football-data
Turkish Super Lig,Turkey,T1,30/08/2025,18:30,Antalyaspor,Fatih Karagümrük,1,2,A,fixturedownload
Turkish Super Lig,Turkey,T1,30/08/2025,18:30,Galatasaray,Çaykur Rizespor,3,1,H,fixturedownload
Eredivisie,Netherlands,N1,30/08/2025,19:00,Excelsior Rotterdam,FC Twente,1,0,H,fixturedownload
Eredivisie,Netherlands,N1,30/08/2025,19:00,PSV Eindhoven,Telstar,0,2,A,football-data
Ligue 1,France,F1,30/08/2025,19:05,Toulouse FC,Paris Saint-Germain,3,6,A,fixturedownload
La Liga,Spain,SP1,30/08/2025,19:30,Real Madrid,RCD Mallorca,2,1,H,fixturedownload
Primeira Liga,Portugal,P1,30/08/2025,19:30,Sporting CP,FC Porto,1,2,A,fixturedownload
Turkish Super Lig,Turkey,T1,30/08/2025,19:30,Antalyaspor,Karagumruk,1,2,A,football-data
Turkish Super Lig,Turkey,T1,30/08/2025,19:30,Galatasaray,Rizespor,3,1,H,football-data
Belgian Pro League,Belgium,B1,30/08/2025,19:45,Charleroi,Dender,3,1,H,football-data
Serie A,Italy,I1,30/08/2025,19:45,Napoli,Cagliari,1,0,H,football-data
Serie A,Italy,I1,30/08/2025,19:45,Pisa,Roma,0,1,A,football-data
Eredivisie,Netherlands,N1,30/08/2025,20:00,Excelsior,Twente,1,0,H,football-data
Ligue 1,France,F1,30/08/2025,20:05,Toulouse,Paris SG,3,6,A,football-data
La Liga,Spain,SP1,30/08/2025,20:30,Real Madrid,Mallorca,2,1,H,football-data
Primeira Liga,Portugal,P1,30/08/2025,20:30,Sp Lisbon,Porto,1,2,A,football-data
Eredivisie,Netherlands,N1,31/08/2025,10:15,Fortuna Sittard,N.E.C. Nijmegen,3,2,H,fixturedownload
Eredivisie,Netherlands,N1,31/08/2025,11:15,For Sittard,Nijmegen,3,2,H,football-data
Scottish Premiership,Scotland,SC0,31/08/2025,12:00,Rangers,Celtic,0,0,D,football-data
Belgian Pro League,Belgium,B1,31/08/2025,12:30,Gent,Club Brugge,1,1,D,football-data
Eredivisie,Netherlands,N1,31/08/2025,12:30,PEC Zwolle,FC Utrecht,0,2,A,fixturedownload
Ligue 1,France,F1,31/08/2025,13:00,Angers SCO,Stade Rennais FC,1,1,D,fixturedownload
Bundesliga,Germany,D1,31/08/2025,13:30,VfL Wolfsburg,1. FSV Mainz 05,1,1,D,fixturedownload
Eredivisie,Netherlands,N1,31/08/2025,13:30,Sparta Rotterdam,Feyenoord,0,4,A,football-data
Eredivisie,Netherlands,N1,31/08/2025,13:30,Zwolle,Utrecht,0,2,A,football-data
Ligue 1,France,F1,31/08/2025,14:00,Angers,Rennes,1,1,D,football-data
Premier League,England,E0,31/08/2025,14:00,Brighton,Man City,2,1,H,football-data
Premier League,England,E0,31/08/2025,14:00,Nott'm Forest,West Ham,0,3,A,football-data
Scottish Premiership,Scotland,SC0,31/08/2025,14:00,Dundee,Dundee United,0,2,A,football-data
Bundesliga,Germany,D1,31/08/2025,14:30,Wolfsburg,Mainz,1,1,D,football-data
Primeira Liga,Portugal,P1,31/08/2025,14:30,CD Tondela,Estoril Praia,2,2,D,fixturedownload
Eredivisie,Netherlands,N1,31/08/2025,14:45,NAC Breda,AZ,0,1,A,fixturedownload
Belgian Pro League,Belgium,B1,31/08/2025,15:00,Oud-Heverlee Leuven,Standard,1,0,H,football-data
La Liga,Spain,SP1,31/08/2025,15:00,Celta,Villarreal CF,1,1,D,fixturedownload
Scottish Premiership,Scotland,SC0,31/08/2025,15:00,Aberdeen,Falkirk,0,1,A,football-data
Scottish Premiership,Scotland,SC0,31/08/2025,15:00,Hibernian,St Mirren,1,1,D,football-data
Ligue 1,France,F1,31/08/2025,15:15,AS Monaco,RC Strasbourg Alsace,3,2,H,fixturedownload
Ligue 1,France,F1,31/08/2025,15:15,Havre Athletic Club,OGC Nice,3,1,H,fixturedownload
Ligue 1,France,F1,31/08/2025,15:15,Paris FC,FC Metz,3,2,H,fixturedownload
Bundesliga,Germany,D1,31/08/2025,15:30,Borussia Dortmund,1. FC Union Berlin,3,0,H,fixturedownload
Primeira Liga,Portugal,P1,31/08/2025,15:30,Tondela,Estoril,2,2,D,football-data
Eredivisie,Netherlands,N1,31/08/2025,15:45,NAC Breda,AZ Alkmaar,0,1,A,football-data
La Liga,Spain,SP1,31/08/2025,16:00,Celta,Villarreal,1,1,D,football-data
Turkish Super Lig,Turkey,T1,31/08/2025,16:00,Gençlerbirligi,Fenerbahçe,1,3,A,fixturedownload
Turkish Super Lig,Turkey,T1,31/08/2025,16:00,Istanbul Basaksehir,Eyüpspor,0,0,D,fixturedownload
Ligue 1,France,F1,31/08/2025,16:15,Le Havre,Nice,3,1,H,football-data
Ligue 1,France,F1,31/08/2025,16:15,Monaco,Strasbourg,3,2,H,football-data
Ligue 1,France,F1,31/08/2025,16:15,Paris FC,Metz,3,2,H,football-data
Bundesliga,Germany,D1,31/08/2025,16:30,Dortmund,Union Berlin,3,0,H,football-data
Premier League,England,E0,31/08/2025,16:30,Liverpool,Arsenal,1,0,H,football-data
La Liga,Spain,SP1,31/08/2025,17:00,Real Betis,Athletic Club,1,2,A,fixturedownload
Primeira Liga,Portugal,P1,31/08/2025,17:00,FC Alverca,SL Benfica,1,2,A,fixturedownload
Turkish Super Lig,Turkey,T1,31/08/2025,17:00,Buyuksehyr,Eyupspor,0,0,D,football-data
Turkish Super Lig,Turkey,T1,31/08/2025,17:00,Genclerbirligi,Fenerbahce,1,3,A,football-data
Belgian Pro League,Belgium,B1,31/08/2025,17:30,St. Gilloise,Anderlecht,2,0,H,football-data
Bundesliga,Germany,D1,31/08/2025,17:30,1. FC Köln,Sport-Club Freiburg,4,1,H,fixturedownload
La Liga,Spain,SP1,31/08/2025,17:30,RCD Espanyol de Barcelona,CA Osasuna,1,0,H,fixturedownload
Serie A,Italy,I1,31/08/2025,17:30,Genoa,Juventus,0,1,A,football-data
Serie A,Italy,I1,31/08/2025,17:30,Torino,Fiorentina,0,0,D,football-data
La Liga,Spain,SP1,31/08/2025,18:00,Betis,Ath Bilbao,1,2,A,football-data
Primeira Liga,Portugal,P1,31/08/2025,18:00,Alverca,Benfica,1,2,A,football-data
Belgian Pro League,Belgium,B1,31/08/2025,18:15,Genk,Waregem,3,2,H,football-data
Bundesliga,Germany,D1,31/08/2025,18:30,FC Koln,Freiburg,4,1,H,football-data
La Liga,Spain,SP1,31/08/2025,18:30,Espanol,Osasuna,1,0,H,football-data
Ligue 1,France,F1,31/08/2025,18:45,Olympique Lyonnais,Olympique de Marseille,1,0,H,fixturedownload
Serie A,Italy,I1,31/08/2025,18:45,Lazio,Hellas Verona,4,0,H,fixturedownload
Premier League,England,E0,31/08/2025,19:00,Aston Villa,Crystal Palace,0,3,A,football-data
La Liga,Spain,SP1,31/08/2025,19:30,Rayo Vallecano,FC Barcelona,1,1,D,fixturedownload
Primeira Liga,Portugal,P1,31/08/2025,19:30,Rio Ave FC,SC Braga,2,2,D,fixturedownload
Primeira Liga,Portugal,P1,31/08/2025,19:30,Santa Clara,Estrela Amadora,0,0,D,fixturedownload
Turkish Super Lig,Turkey,T1,31/08/2025,19:30,Alanyaspor,Besiktas,2,0,H,football-data
Turkish Super Lig,Turkey,T1,31/08/2025,19:30,Trabzonspor,Samsunspor,1,1,D,football-data
Ligue 1,France,F1,31/08/2025,19:45,Lyon,Marseille,1,0,H,football-data
Serie A,Italy,I1,31/08/2025,19:45,Inter,Udinese,1,2,A,football-data
Serie A,Italy,I1,31/08/2025,19:45,Lazio,Verona,4,0,H,football-data
La Liga,Spain,SP1,31/08/2025,20:30,Vallecano,Barcelona,1,1,D,football-data
Primeira Liga,Portugal,P1,31/08/2025,20:30,Rio Ave,Sp Braga,2,2,D,football-data
Primeira Liga,Portugal,P1,31/08/2025,20:30,Santa Clara,Estrela,0,0,D,football-data
Primeira Liga,Portugal,P1,06/09/2025,19:30,Estoril Praia,Santa Clara,0,1,A,fixturedownload
Primeira Liga,Portugal,P1,06/09/2025,20:30,Estoril,Santa Clara,0,1,A,football-data
Bundesliga,Germany,D1,12/09/2025,18:30,Bayer 04 Leverkusen,Eintracht Frankfurt,3,1,H,fixturedownload
Ligue 1,France,F1,12/09/2025,18:45,Olympique de Marseille,FC Lorient,4,0,H,fixturedownload
La Liga,Spain,SP1,12/09/2025,19:00,Sevilla FC,Elche CF,2,2,D,fixturedownload
Primeira Liga,Portugal,P1,12/09/2025,19:15,FC Alverca,CD Tondela,1,0,H,fixturedownload
Primeira Liga,Portugal,P1,12/09/2025,19:15,SL Benfica,Santa Clara,1,1,D,fixturedownload
Bundesliga,Germany,D1,12/09/2025,19:30,Leverkusen,Ein Frankfurt,3,1,H,football-data
Belgian Pro League,Belgium,B1,12/09/2025,19:45,Standard,Mechelen,1,1,D,football-data
Ligue 1,France,F1,12/09/2025,19:45,Marseille,Lorient,4,0,H,football-data
La Liga,Spain,SP1,12/09/2025,20:00,Sevilla,Elche,2,2,D,football-data
Primeira Liga,Portugal,P1,12/09/2025,20:15,Alverca,Tondela,1,0,H,football-data
Primeira Liga,Portugal,P1,12/09/2025,20:15,Benfica,Santa Clara,1,1,D,football-data
La Liga,Spain,SP1,13/09/2025,12:00,Getafe CF,Real Oviedo,2,0,H,fixturedownload
Premier League,England,E0,13/09/2025,12:30,Arsenal,Nott'm Forest,3,0,H,football-data
La Liga,Spain,SP1,13/09/2025,13:00,Getafe,Oviedo,2,0,H,football-data
Bundesliga,Germany,D1,13/09/2025,13:30,1. FC Heidenheim 1846,Borussia Dortmund,0,2,A,fixturedownload
Bundesliga,Germany,D1,13/09/2025,13:30,1. FC Union Berlin,TSG Hoffenheim,2,4,A,fixturedownload
Bundesliga,Germany,D1,13/09/2025,13:30,1. FSV Mainz 05,RB Leipzig,0,1,A,fixturedownload
Bundesliga,Germany,D1,13/09/2025,13:30,Sport-Club Freiburg,VfB Stuttgart,3,1,H,fixturedownload
Bundesliga,Germany,D1,13/09/2025,13:30,VfL Wolfsburg,1. FC Köln,3,3,D,fixturedownload
Serie A,Italy,I1,13/09/2025,14:00,Cagliari,Parma,2,0,H,football-data
Turkish Super Lig,Turkey,T1,13/09/2025,14:00,Eyüpspor,Galatasaray,0,2,A,fixturedownload
Turkish Super Lig,Turkey,T1,13/09/2025,14:00,Fatih Karagümrük,Kasimpasa,0,1,A,fixturedownload
La Liga,Spain,SP1,13/09/2025,14:15,Real Sociedad,Real Madrid,1,2,A,fixturedownload
Bundesliga,Germany,D1,13/09/2025,14:30,Freiburg,Stuttgart,3,1,H,football-data
Bundesliga,Germany,D1,13/09/2025,14:30,Heidenheim,Dortmund,0,2,A,football-data
Bundesliga,Germany,D1,13/09/2025,14:30,Mainz,RB Leipzig,0,1,A,football-data
Bundesliga,Germany,D1,13/09/2025,14:30,Union Berlin,Hoffenheim,2,4,A,football-data
Bundesliga,Germany,D1,13/09/2025,14:30,Wolfsburg,FC Koln,3,3,D,football-data
Eredivisie,Netherlands,N1,13/09/2025,14:30,Ajax,PEC Zwolle,3,1,H,fixturedownload
Primeira Liga,Portugal,P1,13/09/2025,14:30,Estoril Praia,AFS,3,1,H,fixturedownload
Primeira Liga,Portugal,P1,13/09/2025,14:30,Moreirense FC,Rio Ave FC,3,1,H,fixturedownload
Belgian Pro League,Belgium,B1,13/09/2025,15:00,Waregem,Oud-Heverlee Leuven,2,0,H,football-data
Ligue 1,France,F1,13/09/2025,15:00,OGC Nice,FC Nantes,1,0,H,fixturedownload
Premier League,England,E0,13/09/2025,15:00,Bournemouth,Brighton,2,1,H,football-data
Premier League,England,E0,13/09/2025,15:00,Crystal Palace,Sunderland,0,0,D,football-data
Premier League,England,E0,13/09/2025,15:00,Everton,Aston Villa,0,0,D,football-data
Premier League,England,E0,13/09/2025,15:00,Fulham,Leeds,1,0,H,football-data
Premier League,England,E0,13/09/2025,15:00,Newcastle,Wolves,1,0,H,football-data
Scottish Premiership,Scotland,SC0,13/09/2025,15:00,Aberdeen,Livingston,0,0,D,football-data
Scottish Premiership,Scotland,SC0,13/09/2025,15:00,Dundee,Motherwell,1,1,D,football-data
Scottish Premiership,Scotland,SC0,13/09/2025,15:00,Falkirk,St Mirren,1,2,A,football-data
Scottish Premiership,Scotland,SC0,13/09/2025,15:00,Rangers,Hearts,0,2,A,football-data
Turkish Super Lig,Turkey,T1,13/09/2025,15:00,Eyupspor,Galatasaray,0,2,A,football-data
Turkish Super Lig,Turkey,T1,13/09/2025,15:00,Karagumruk,Kasimpasa,0,1,A,football-data
Turkish Super Lig,Turkey,T1,13/09/2025,15:00,Samsunspor,Antalyaspor,1,2,A,football-data
La Liga,Spain,SP1,13/09/2025,15:15,Sociedad,Real Madrid,1,2,A,football-data
Eredivisie,Netherlands,N1,13/09/2025,15:30,Ajax,Zwolle,3,1,H,football-data
Primeira Liga,Portugal,P1,13/09/2025,15:30,Estoril,AVS,3,1,H,football-data
Primeira Liga,Portugal,P1,13/09/2025,15:30,Moreirense,Rio Ave,3,1,H,football-data
Ligue 1,France,F1,13/09/2025,16:00,Nice,Nantes,1,0,H,football-data
Bundesliga,Germany,D1,13/09/2025,16:30,FC Bayern München,Hamburger SV,5,0,H,fixturedownload
La Liga,Spain,SP1,13/09/2025,16:30,Athletic Club,Deportivo Alavés,0,1,A,fixturedownload
Eredivisie,Netherlands,N1,13/09/2025,16:45,N.E.C. Nijmegen,PSV,3,5,A,fixturedownload
Primeira Liga,Portugal,P1,13/09/2025,17:00,FC Porto,CD Nacional,1,0,H,fixturedownload
Serie A,Italy,I1,13/09/2025,17:00,Juventus,Inter,4,3,H,football-data
Turkish Super Lig,Turkey,T1,13/09/2025,17:00,Besiktas,Istanbul Basaksehir,2,1,H,fixturedownload
Eredivisie,Netherlands,N1,13/09/2025,17:10,Go Ahead Eagles,FC Volendam,3,0,H,fixturedownload
Belgian Pro League,Belgium,B1,13/09/2025,17:15,Dender,St. Gilloise,0,1,A,football-data
Bundesliga,Germany,D1,13/09/2025,17:30,Bayern Munich,Hamburg,5,0,H,football-data
La Liga,Spain,SP1,13/09/2025,17:30,Ath Bilbao,Alaves,0,1,A,football-data
Premier League,England,E0,13/09/2025,17:30,West Ham,Tottenham,0,3,A,football-data
Eredivisie,Netherlands,N1,13/09/2025,17:45,Go Ahead Eagles,Volendam,3,0,H,football-data
Eredivisie,Netherlands,N1,13/09/2025,17:45,Nijmegen,PSV Eindhoven,3,5,A,football-data
Scottish Premiership,Scotland,SC0,13/09/2025,17:45,Hibernian,Dundee United,3,3,D,football-data
Primeira Liga,Portugal,P1,13/09/2025,18:00,Porto,Nacional,1,0,H,football-data
Turkish Super Lig,Turkey,T1,13/09/2025,18:00,Besiktas,Buyuksehyr,2,1,H,football-data
Turkish Super Lig,Turkey,T1,13/09/2025,18:00,Konyaspor,Alanyaspor,1,2,A,football-data
Eredivisie,Netherlands,N1,13/09/2025,19:00,FC Twente,NAC Breda,2,2,D,fixturedownload
Eredivisie,Netherlands,N1,13/09/2025,19:00,Feyenoord,sc Heerenveen,1,0,H,fixturedownload
La Liga,Spain,SP1,13/09/2025,19:00,Atlético de Madrid,Villarreal CF,2,0,H,fixturedownload
Ligue 1,France,F1,13/09/2025,19:05,AJ Auxerre,AS Monaco,1,2,A,fixturedownload
Primeira Liga,Portugal,P1,13/09/2025,19:30,FC Famalicão,Sporting CP,1,2,A,fixturedownload
Belgian Pro League,Belgium,B1,13/09/2025,19:45,RAAL La Louviere,Club Brugge,1,0,H,football-data
Serie A,Italy,I1,13/09/2025,19:45,Fiorentina,Napoli,1,3,A,football-data
Eredivisie,Netherlands,N1,13/09/2025,20:00,Feyenoord,Heerenveen,1,0,H,football-data
Eredivisie,Netherlands,N1,13/09/2025,20:00,Twente,NAC Breda,2,2,D,football-data
La Liga,Spain,SP1,13/09/2025,20:00,Ath Madrid,Villarreal,2,0,H,football-data
Premier League,England,E0,13/09/2025,20:00,Brentford,Chelsea,2,2,D,football-data
Ligue 1,France,F1,13/09/2025,20:05,Auxerre,Monaco,1,2,A,football-data
Primeira Liga,Portugal,P1,13/09/2025,20:30,Famalicao,Sp Lisbon,1,2,A,football-data
Eredivisie,Netherlands,N1,14/09/2025,10:15,Excelsior Rotterdam,Sparta Rotterdam,0,1,A,fixturedownload
Eredivisie,Netherlands,N1,14/09/2025,11:15,Excelsior,Sparta Rotterdam,0,1,A,football-data
Serie A,Italy,I1,14/09/2025,11:30,Roma,Torino,0,1,A,football-data
La Liga,Spain,SP1,14/09/2025,12:00,Celta,Girona FC,1,1,D,fixturedownload
Belgian Pro League,Belgium,B1,14/09/2025,12:30,Antwerp,Gent,1,2,A,football-data
